GID_0,GID_1,GID_2,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,AFG.14.13_1,BARL,0,0,0,0,0,0.30612751332057203,0.1559954708720139,0.22688616556263067,0.26357871948513917,0.22184757239669745,0,0,0,0,0
AFG,AFG.14_1,AFG.14.1_1,BARL,0,0,0,0,0,0.1479583268706083,0.0753961269905394,0.10965919751087838,0.12739353582008744,0.10722393187099294,0,0,0,0,0
AFG,AFG.16_1,AFG.16.5_1,BARL,0,0,0,0,0,0.21402324024054914,0.10906127246366329,0.15862315605921304,0.18427605866183774,0.15510051928628868,0,0,0,0,0
AFG,AFG.18_1,AFG.18.1_1,BARL,0.00666033140762523,0.00399619884457514,0.00133206628152504,0,0,0.11057250701113115,0.056345181488596796,0.08195072654620081,0.09520398703182155,0.08013079905218633,0.06023,0.07092,0.01625,0,0
AFG,AFG.19_1,AFG.19.2_1,BARL,0,0,0.06925655217441279,0.09830471178469018,0.09308131025418163,74.14539701274373,37.782772265501244,54.95280264052588,63.839896611550124,53.73243376018091,0,0,0.00126,0.00154,0.001732
AFG,AFG.19_1,AFG.19.3_1,BARL,2.292111326921944,2.0824841320477407,1.8728569371735377,1.6632297422993345,1.4536025474251313,24.486392262062324,18.400747913715804,23.2538178537449,25.622897978665332,23.793379980475667,0.09361,0.1132,0.08054,0.06491,0.06109
AFG,AFG.19_1,AFG.19.4_1,BARL,42.288846440517744,37.27101025782108,32.50507648873689,27.88083219037611,23.3554426302039,310.64035491862535,163.86205437613518,235.02963327247585,271.73125155955586,230.80267914050123,0.1361,0.2275,0.1383,0.1026,0.1012
AFG,AFG.19_1,AFG.19.5_1,BARL,0,0,0,0.02209023097259144,0.02095739861502265,1.3192965932091085,0.6722829027849698,0.9777956317163903,1.1359269961959184,0.9560811548754231,0,0,0,0.01945,0.02192
AFG,AFG.19_1,AFG.19.6_1,BARL,0.19559246635007427,0.15212747382783554,0.10866248130559682,0.06519748878335808,0.02173249626111936,3.9051317771075653,1.9899644555934843,2.8942853431043627,3.362355843373218,2.8300102635116366,0.05009,0.07645,0.03754,0.01939,0.007679
AFG,AFG.19_1,AFG.19.7_1,BARL,0,0,0,0.01921801635857846,0.01823247705813854,7.797307780830062,3.9733269499722024,5.7789685249611065,6.713556641838073,5.650631606560612,0,0,0,0.002863,0.003227
AFG,AFG.1_1,AFG.1.5_1,BARL,0,0,0,0,0,0.8105209532657665,0.41302265315801046,0.6007169665996825,0.6978662997662305,0.5873764952004522,0,0,0,0,0
AFG,AFG.1_1,AFG.1.7_1,BARL,0,0,0,0,0,1.2605081223862107,0.6423256634359534,0.9342246028349378,1.085309560043545,0.9134777331982722,0,0,0,0,0
AFG,AFG.21_1,AFG.21.4_1,BARL,0,0,0,0,0,0.4784011921467437,0.2437821364867468,0.35456666703819534,0.41190800610645056,0.34669259864369373,0,0,0,0,0
AFG,AFG.22_1,AFG.22.14_1,BARL,0,0,0,0,0,0.04881639715164086,0.024875702210963965,0.03618023432843146,0.042031385260146166,0.0353767588014991,0,0,0,0,0
AFG,AFG.22_1,AFG.22.17_1,BARL,0,0,0,0,0,0.5472977912201695,0.2788902432274981,0.40562932721701506,0.471228637446235,0.39662128060055635,0,0,0,0,0
AFG,AFG.22_1,AFG.22.19_1,BARL,0,0,0,0,0,0.13860486619530255,0.07062982066772536,0.1027268874929328,0.1193401166392705,0.10044557169742827,0,0,0,0,0
AFG,AFG.22_1,AFG.22.20_1,BARL,0,0,0,0,0,0.0589070748361176,0.030017677199534496,0.04365893215250411,0.0507195553431353,0.042689372829087247,0,0,0,0,0
AFG,AFG.22_1,AFG.22.2_1,BARL,0,0,0,0,0,1.1583613025958053,0.5902740164655723,0.8585185677410163,0.9973601703667007,0.8394529460997859,0,0,0,0,0
AFG,AFG.22_1,AFG.22.8_1,BARL,0,0,0,0,0,0.09925187254495667,0.050576449090239825,0.07356044722139932,0.08545681238558539,0.0719268475449553,0,0,0,0,0
AFG,AFG.22_1,AFG.22.9_1,BARL,0,0,0,0,0,0.07038794190931852,0.03586806041297506,0.052167967747893604,0.060604691797905674,0.051009443317268484,0,0,0,0,0
AFG,AFG.23_1,AFG.23.3_1,BARL,0,0,0,0,0,29.869997732996687,15.221057103826409,22.138125310896918,25.718353989445866,21.64649107387127,0,0,0,0,0
AFG,AFG.2_1,AFG.2.5_1,BARL,0.36996463936538615,0.03673128484046468,0.00840366730757506,0,0,0.22515696334035212,2.34217973095967,2.5751898490033134,3.434708915997653,2.9080332097586488,1.643,0.01568,0.003263,0,0
AFG,AFG.30_1,AFG.30.2_1,BARL,0,0,0,0,0,1.7777559163460215,0.905903125981032,1.3175823982330186,1.530664862184165,1.2883220788529097,0,0,0,0,0
AFG,AFG.30_1,AFG.30.4_1,BARL,0,0,0,1.632137618059761,1.5671786664322787,8.544191834282602,4.353921716974146,6.3325210533490655,7.35663096167792,6.191891071686633,0,0,0,0.2219,0.2531
AFG,AFG.31_1,AFG.31.10_1,BARL,0,0,0,0,0,16.20628116589252,8.258344485718473,12.011272531093132,13.953763224310038,11.744531209341536,0,0,0,0,0
AFG,AFG.31_1,AFG.31.12_1,BARL,0.1283347555941774,0.06484083479328992,0.0283897887969396,0.0086907452033927,0,17.63662995123177,8.990044911234785,13.073812098552116,15.187474743790407,12.783978506478016,0.007277,0.007213,0.002172,5.722e-4,0
AFG,AFG.31_1,AFG.31.2_1,BARL,0.4386029352075836,0.36567101077066977,0.29273908633375595,0.22423898360088665,0.1601707025720619,0.1327468078757953,0.11469324200468713,0.13894165890999904,0.15035788438731745,0.1442440089059179,3.304,3.188,2.107,1.491,1.11
AFG,AFG.31_1,AFG.31.4_1,BARL,2.3684992187848626,1.8811806718238593,1.5398487461719994,1.2325009093525887,0.9589370027157693,123.68119127092554,74.50760576581682,101.5643199484917,115.29178987978541,101.35595234717177,0.01915,0.02525,0.01516,0.01069,0.009461
AFG,AFG.31_1,AFG.31.6_1,BARL,0,0,0,0,0,11.259327357330445,5.737491719568609,8.344841609332937,9.6943886386370135,8.159522853562551,0,0,0,0,0
AFG,AFG.31_1,AFG.31.8_1,BARL,0,0,0,0,0,14.720926512406077,7.591934606227625,10.98840869092223,12.744218916619388,10.760515856726151,0,0,0,0,0
AFG,AFG.32_1,AFG.32.1_1,BARL,0,0,0,0,0,0.5041851248722209,0.25692102976299797,0.37367640848467,0.4341082190090899,0.36537795893666697,0,0,0,0,0
AFG,AFG.33_1,AFG.33.1_1,BARL,0,0,0,0,0,0.16091078597181413,0.08199639932322333,0.1192589023796204,0.13854572709831597,0.11661045050501379,0,0,0,0,0
AFG,AFG.34_1,AFG.34.5_1,BARL,0,0,0,0,0,0.020105151032262614,0.01024511801703516,0.014900916863982799,0.01731072750259389,0.01457000352825419,0,0,0,0,0
AFG,AFG.3_1,AFG.3.11_1,BARL,0,0,0,0,0,20.255743261407282,10.32185631945128,15.01252817609111,17.440388853485924,14.679136222977279,0,0,0,0,0
AFG,AFG.3_1,AFG.3.3_1,BARL,0,0,0,0,0,1.2074491780409602,0.6152880577097348,0.894900007993021,1.0396253010363863,0.8750264425277767,0,0,0,0,0
AFG,AFG.3_1,AFG.3.4_1,BARL,0,0,0,0,0,5.4298384956286405,2.76691958751705,4.024320527529522,4.6751429238253115,3.934950098718877,0,0,0,0,0
AFG,AFG.4_1,AFG.4.13_1,BARL,0,0,0,0,0,2.1397745564437485,1.0903794169681578,1.585892228417928,1.8423663768624214,1.5506733964358281,0,0,0,0,0
AFG,AFG.4_1,AFG.4.1_1,BARL,0,0,0,0,0,28.84270027498102,14.69757017855628,21.376744608413848,24.83384104391863,20.902018795904482,0,0,0,0,0
AFG,AFG.4_1,AFG.4.4_1,BARL,0,0,0,0,0,3.3911168679082597,1.7280343960375055,2.5133235977021178,2.9197840859593494,2.4575087573756593,0,0,0,0,0
AFG,AFG.4_1,AFG.4.6_1,BARL,0,0,0,0,0,2.3882453510945005,1.2169943631030329,1.7700461623166241,2.056302109633093,1.7307377167147568,0,0,0,0,0
AFG,AFG.4_1,AFG.4.8_1,BARL,0,0,0,0,0,1.23462754472833,0.629137522146761,0.9150432330728756,1.0630261349289376,0.8947223352814158,0,0,0,0,0
