GID_0,GID_1,GID_2,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,AFG.14.13_1,BARL,0,0,0,0,0,0.30612751332057203,0.1559954708720139,0.22688616556263067,0.26357871948513917,0.22184757239669745,0,0,0,0,0
AFG,AFG.14_1,AFG.14.1_1,BARL,0,0,0,0,0,0.1479583268706083,0.0753961269905394,0.10965919751087838,0.12739353582008744,0.10722393187099294,0,0,0,0,0
AFG,AFG.16_1,AFG.16.5_1,BARL,0,0,0,0,0,0.21402324024054914,0.10906127246366329,0.15862315605921304,0.18427605866183774,0.15510051928628868,0,0,0,0,0
AFG,AFG.18_1,AFG.18.1_1,BARL,1.0359245071381986e-4,6.21554704282919e-5,2.0718490142763972e-5,0,0,0.11057250701113115,0.056345181488596796,0.08195072654620081,0.09520398703182155,0.08013079905218633,9.369e-4,0.001103,2.528e-4,0,0
AFG,AFG.19_1,AFG.19.2_1,BARL,0,0,3.960588353942924e-4,4.807662728462415e-4,4.550700173409266e-4,74.14539701274373,37.782772265501244,54.95280264052588,63.839896611550124,53.73243376018091,0,0,7.207e-6,7.531e-6,8.469e-6
AFG,AFG.19_1,AFG.19.3_1,BARL,0.026774692360504226,0.024390331050044754,0.022005969739585286,0.019621608429125824,0.017237247118666355,24.486392262062324,18.400747913715804,23.2538178537449,25.622897978665332,23.793379980475667,0.001093,0.001326,9.463e-4,7.658e-4,7.245e-4
AFG,AFG.19_1,AFG.19.4_1,BARL,0.3511609159072235,0.2933545073115797,0.24230914007826895,0.19417199662846588,0.14806199478578314,310.64035491862535,163.86205437613518,235.02963327247585,271.73125155955586,230.80267914050123,0.00113,0.00179,0.001031,7.146e-4,6.415e-4
AFG,AFG.19_1,AFG.19.5_1,BARL,0,0,0,7.689472384078196e-5,7.29514046694598e-5,1.3192965932091085,0.6722829027849698,0.9777956317163903,1.1359269961959184,0.9560811548754231,0,0,0,6.769e-5,7.63e-5
AFG,AFG.19_1,AFG.19.6_1,BARL,0.0016070029454117,0.00124989117976465,8.927794141176115e-4,5.356676484705669e-4,1.7855588282352232e-4,3.9051317771075653,1.9899644555934843,2.8942853431043627,3.362355843373218,2.8300102635116366,4.115e-4,6.281e-4,3.085e-4,1.593e-4,6.309e-5
AFG,AFG.19_1,AFG.19.7_1,BARL,0,0,0,5.829177197826692e-5,5.5302450338355786e-5,7.797307780830062,3.9733269499722024,5.7789685249611065,6.713556641838073,5.650631606560612,0,0,0,8.683e-6,9.787e-6
AFG,AFG.1_1,AFG.1.5_1,BARL,0,0,0,0,0,0.8105209532657665,0.41302265315801046,0.6007169665996825,0.6978662997662305,0.5873764952004522,0,0,0,0,0
AFG,AFG.1_1,AFG.1.7_1,BARL,0,0,0,0,0,1.2605081223862107,0.6423256634359534,0.9342246028349378,1.085309560043545,0.9134777331982722,0,0,0,0,0
AFG,AFG.21_1,AFG.21.4_1,BARL,0,0,0,0,0,0.4784011921467437,0.2437821364867468,0.35456666703819534,0.41190800610645056,0.34669259864369373,0,0,0,0,0
AFG,AFG.22_1,AFG.22.14_1,BARL,0,0,0,0,0,0.04881639715164086,0.024875702210963965,0.03618023432843146,0.042031385260146166,0.0353767588014991,0,0,0,0,0
AFG,AFG.22_1,AFG.22.17_1,BARL,0,0,0,0,0,0.5472977912201695,0.2788902432274981,0.40562932721701506,0.471228637446235,0.39662128060055635,0,0,0,0,0
AFG,AFG.22_1,AFG.22.19_1,BARL,0,0,0,0,0,0.13860486619530255,0.07062982066772536,0.1027268874929328,0.1193401166392705,0.10044557169742827,0,0,0,0,0
AFG,AFG.22_1,AFG.22.20_1,BARL,0,0,0,0,0,0.0589070748361176,0.030017677199534496,0.04365893215250411,0.0507195553431353,0.042689372829087247,0,0,0,0,0
AFG,AFG.22_1,AFG.22.2_1,BARL,0,0,0,0,0,1.1583613025958053,0.5902740164655723,0.8585185677410163,0.9973601703667007,0.8394529460997859,0,0,0,0,0
AFG,AFG.22_1,AFG.22.8_1,BARL,0,0,0,0,0,0.09925187254495667,0.050576449090239825,0.07356044722139932,0.08545681238558539,0.0719268475449553,0,0,0,0,0
AFG,AFG.22_1,AFG.22.9_1,BARL,0,0,0,0,0,0.07038794190931852,0.03586806041297506,0.052167967747893604,0.060604691797905674,0.051009443317268484,0,0,0,0,0
AFG,AFG.23_1,AFG.23.3_1,BARL,0,0,0,0,0,29.869997732996687,15.221057103826409,22.138125310896918,25.718353989445866,21.64649107387127,0,0,0,0,0
AFG,AFG.2_1,AFG.2.5_1,BARL,0.004352078228655577,3.1386593878845526e-4,6.718438304229818e-5,0,0,0.22515696334035212,2.34217973095967,2.5751898490033134,3.434708915997653,2.9080332097586488,0.01933,1.34e-4,2.609e-5,0,0
AFG,AFG.30_1,AFG.30.2_1,BARL,0,0,0,0,0,1.7777559163460215,0.905903125981032,1.3175823982330186,1.530664862184165,1.2883220788529097,0,0,0,0,0
AFG,AFG.30_1,AFG.30.4_1,BARL,0,0,0,6.486072152823294e-4,6.153453068063126e-4,8.544191834282602,4.353921716974146,6.3325210533490655,7.35663096167792,6.191891071686633,0,0,0,8.817e-5,9.938e-5
AFG,AFG.31_1,AFG.31.10_1,BARL,0,0,0,0,0,16.20628116589252,8.258344485718473,12.011272531093132,13.953763224310038,11.744531209341536,0,0,0,0,0
AFG,AFG.31_1,AFG.31.12_1,BARL,9.402975318325846e-4,5.145617121176296e-4,2.3735972054502247e-4,7.911990684834083e-5,0,17.63662995123177,8.990044911234785,13.073812098552116,15.187474743790407,12.783978506478016,5.332e-5,5.724e-5,1.816e-5,5.21e-6,0
AFG,AFG.31_1,AFG.31.2_1,BARL,0.00260167054809001,0.00214099959168884,0.00168032863528768,0.00126874401245121,9.062457231794392e-4,0.1327468078757953,0.11469324200468713,0.13894165890999904,0.15035788438731745,0.1442440089059179,0.0196,0.01867,0.01209,0.008438,0.006283
AFG,AFG.31_1,AFG.31.4_1,BARL,0.01752184110811683,0.01329347810816032,0.010623299025921093,0.008307440492827329,0.00633064966272862,123.68119127092554,74.50760576581682,101.5643199484917,115.29178987978541,101.35595234717177,1.417e-4,1.784e-4,1.046e-4,7.206e-5,6.246e-5
AFG,AFG.31_1,AFG.31.6_1,BARL,0,0,0,0,0,11.259327357330445,5.737491719568609,8.344841609332937,9.6943886386370135,8.159522853562551,0,0,0,0,0
AFG,AFG.31_1,AFG.31.8_1,BARL,0,0,0,0,0,14.720926512406077,7.591934606227625,10.98840869092223,12.744218916619388,10.760515856726151,0,0,0,0,0
AFG,AFG.32_1,AFG.32.1_1,BARL,0,0,0,0,0,0.5041851248722209,0.25692102976299797,0.37367640848467,0.4341082190090899,0.36537795893666697,0,0,0,0,0
AFG,AFG.33_1,AFG.33.1_1,BARL,0,0,0,0,0,0.16091078597181413,0.08199639932322333,0.1192589023796204,0.13854572709831597,0.11661045050501379,0,0,0,0,0
AFG,AFG.34_1,AFG.34.5_1,BARL,0,0,0,0,0,0.020105151032262614,0.01024511801703516,0.014900916863982799,0.01731072750259389,0.01457000352825419,0,0,0,0,0
AFG,AFG.3_1,AFG.3.11_1,BARL,0,0,0,0,0,20.255743261407282,10.32185631945128,15.01252817609111,17.440388853485924,14.679136222977279,0,0,0,0,0
AFG,AFG.3_1,AFG.3.3_1,BARL,0,0,0,0,0,1.2074491780409602,0.6152880577097348,0.894900007993021,1.0396253010363863,0.8750264425277767,0,0,0,0,0
AFG,AFG.3_1,AFG.3.4_1,BARL,0,0,0,0,0,5.4298384956286405,2.76691958751705,4.024320527529522,4.6751429238253115,3.934950098718877,0,0,0,0,0
AFG,AFG.4_1,AFG.4.13_1,BARL,0,0,0,0,0,2.1397745564437485,1.0903794169681578,1.585892228417928,1.8423663768624214,1.5506733964358281,0,0,0,0,0
AFG,AFG.4_1,AFG.4.1_1,BARL,0,0,0,0,0,28.84270027498102,14.69757017855628,21.376744608413848,24.83384104391863,20.902018795904482,0,0,0,0,0
AFG,AFG.4_1,AFG.4.4_1,BARL,0,0,0,0,0,3.3911168679082597,1.7280343960375055,2.5133235977021178,2.9197840859593494,2.4575087573756593,0,0,0,0,0
